Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Man_Of_Match
2019-05-06,,Harare,Takashinga Sports Club,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Zimbabwe, Tanzania",Zimbabwe,Tanzania,international,Zimbabwe,bat,Zimbabwe,,92.0,,SM Mayers
2019-05-08,,Harare,Old Hararians,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Mozambique, Rwanda",Mozambique,Rwanda,international,Mozambique,bat,Rwanda,,,1.0,H Ishimwe
2019-05-08,,Harare,Old Hararians,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Kenya, Uganda",Kenya,Uganda,international,Uganda,bat,Uganda,,4.0,,C Aweko
2019-05-08,,Harare,Takashinga Sports Club,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Namibia, Sierra Leone",Namibia,Sierra Leone,international,Sierra Leone,bat,Namibia,,,10.0,M Short
2019-05-09,,Harare,Old Hararians,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Zimbabwe, Rwanda",Zimbabwe,Rwanda,international,Zimbabwe,bat,Zimbabwe,,82.0,,M Mupachikwa
2019-05-11,,Harare,Old Hararians,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Zimbabwe, Nigeria",Zimbabwe,Nigeria,international,Nigeria,bat,Zimbabwe,,,10.0,N Mutasa
2019-05-11,,Harare,Takashinga Sports Club,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Rwanda, Tanzania",Rwanda,Tanzania,international,Tanzania,bat,Tanzania,,38.0,,FO Kibasu
2019-05-12,,Harare,Harare Sports Club,2019,ICC Women's T20 World Cup Africa Region Qualifier,T20,20,"Zimbabwe, Namibia",Zimbabwe,Namibia,international,Namibia,field,Zimbabwe,,50.0,,CS Mugeri-Tiripano
2019-05-06,1.0,Port Vila,"Ground 1, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Vanuatu, Papua New Guinea",Vanuatu,Papua New Guinea,international,Papua New Guinea,bat,Papua New Guinea,,57.0,,R Oa
2019-05-06,2.0,Port Vila,"Ground 2, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Indonesia, Japan",Indonesia,Japan,international,Japan,bat,Indonesia,,,7.0,Y Anggraeni
2019-05-06,3.0,Port Vila,"Ground 1, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Indonesia, Papua New Guinea",Indonesia,Papua New Guinea,international,Indonesia,bat,Papua New Guinea,,,7.0,NM Ambo
2019-05-07,6.0,Port Vila,"Ground 2, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Fiji, Papua New Guinea",Fiji,Papua New Guinea,international,Fiji,bat,Papua New Guinea,,,10.0,R Oa
2019-05-09,9.0,Port Vila,"Ground 1, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Vanuatu, Samoa",Vanuatu,Samoa,international,Vanuatu,bat,Samoa,,,8.0,RSM Lili'i
2019-05-09,10.0,Port Vila,"Ground 2, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Fiji, Japan",Fiji,Japan,international,Japan,bat,Japan,,31.0,,N Tokizawa
2019-05-09,11.0,Port Vila,"Ground 1, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Japan, Papua New Guinea",Japan,Papua New Guinea,international,Japan,bat,Papua New Guinea,,,10.0,K Arua
2019-05-10,13.0,Port Vila,"Ground 1, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Fiji, Indonesia",Fiji,Indonesia,international,Indonesia,field,Indonesia,,,8.0,N Sitompul
2019-05-10,14.0,Port Vila,"Ground 2, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Vanuatu, Japan",Vanuatu,Japan,international,Japan,bat,Vanuatu,,,9.0,N Navaika
2019-05-10,15.0,Port Vila,"Ground 1, Independence Park",2019,ICC Women's T20 World Cup East Asia-Pacific Region Qualifier,T20,20,"Papua New Guinea, Samoa",Papua New Guinea,Samoa,international,Papua New Guinea,field,Papua New Guinea,,,7.0,K Arua
2019-09-29,1.0,Sydney,North Sydney Oval,2019,Sri Lanka Women tour of Australia,T20,20,"Australia, Sri Lanka",Australia,Sri Lanka,international,Australia,bat,Australia,,41.0,,BL Mooney
2019-09-30,2.0,Sydney,North Sydney Oval,2019,Sri Lanka Women tour of Australia,T20,20,"Australia, Sri Lanka",Australia,Sri Lanka,international,Sri Lanka,bat,Australia,,,9.0,BL Mooney
2019-10-02,3.0,Sydney,North Sydney Oval,2019,Sri Lanka Women tour of Australia,T20,20,"Australia, Sri Lanka",Australia,Sri Lanka,international,Australia,bat,Australia,,132.0,,AJ Healy
2019-10-27,1.0,Adelaide,Adelaide Oval,2019,Sri Lanka tour of Australia,T20,20,"Australia, Sri Lanka",Australia,Sri Lanka,international,Sri Lanka,field,Australia,,134.0,,DA Warner
2019-10-30,2.0,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2019,Sri Lanka tour of Australia,T20,20,"Australia, Sri Lanka",Australia,Sri Lanka,international,Sri Lanka,bat,Australia,,,9.0,DA Warner
2019-11-01,3.0,Melbourne,Melbourne Cricket Ground,2019,Sri Lanka tour of Australia,T20,20,"Australia, Sri Lanka",Australia,Sri Lanka,international,Australia,field,Australia,,,7.0,DA Warner
2019-11-03,1.0,Sydney,Sydney Cricket Ground,2019,Pakistan tour of Australia,T20,20,"Australia, Pakistan",Australia,Pakistan,international,Australia,field,,no result,,,
2019-11-05,2.0,Canberra,Manuka Oval,2019,Pakistan tour of Australia,T20,20,"Australia, Pakistan",Australia,Pakistan,international,Pakistan,bat,Australia,,,7.0,SPD Smith
2019-11-08,3.0,Perth,Perth Stadium,2019,Pakistan tour of Australia,T20,20,"Australia, Pakistan",Australia,Pakistan,international,Australia,field,Australia,,,10.0,SA Abbott
2020-01-31,1.0,Canberra,Manuka Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"England, India",England,India,international,India,field,India,,,5.0,HC Knight
2020-02-01,2.0,Canberra,Manuka Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"Australia, England",Australia,England,international,Australia,field,,tie,,,HC Knight
2020-02-02,3.0,Canberra,Manuka Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"Australia, India",Australia,India,international,Australia,field,Australia,,,4.0,EA Perry
2020-02-07,4.0,Melbourne,Junction Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"England, India",England,India,international,England,field,England,,,4.0,A Shrubsole
2020-02-08,5.0,Melbourne,Junction Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"Australia, India",Australia,India,international,India,field,India,,,7.0,A Gardner
2020-02-09,6.0,Melbourne,Junction Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"Australia, England",Australia,England,international,England,field,Australia,,16.0,,S Molineux
2020-02-12,,Melbourne,Junction Oval,2019,Australia Tri-Nation Women's T20 Series,T20,20,"Australia, India",Australia,India,international,Australia,bat,Australia,,11.0,,JL Jonassen
2019-05-18,,Lauderhill,Central Broward Regional Park Stadium Turf Ground,2019,ICC Women's T20 World Cup Americas Region Qualifier,T20,20,"United States of America, Canada",United States of America,Canada,international,Canada,field,United States of America,,37.0,,U Iftikhar
2019-05-19,,Lauderhill,Central Broward Regional Park Stadium Turf Ground,2019,ICC Women's T20 World Cup Americas Region Qualifier,T20,20,"United States of America, Canada",United States of America,Canada,international,United States of America,bat,United States of America,,35.0,,S Sriharsha
2019-05-20,2.0,Kampala,Kyambogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Ghana, Namibia",Ghana,Namibia,international,Namibia,field,Namibia,,,9.0,SJ Baard
2019-05-20,3.0,Kampala,Lugogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Uganda, Botswana",Uganda,Botswana,international,Botswana,field,Uganda,,52.0,,A Otwani
2019-05-21,6.0,Kampala,Kyambogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Ghana, Kenya",Ghana,Kenya,international,Ghana,field,Kenya,,53.0,,RR Patel
2019-05-21,4.0,Kampala,Kyambogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Uganda, Namibia",Uganda,Namibia,international,Namibia,bat,Namibia,,42.0,,K Birkenstock
2019-05-21,5.0,Kampala,Lugogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Botswana, Nigeria",Botswana,Nigeria,international,Nigeria,bat,Nigeria,,11.0,,I Danladi
2019-05-23,12.0,Kampala,Kyambogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Uganda, Ghana",Uganda,Ghana,international,Ghana,bat,Uganda,,,7.0,Riazat Ali Shah
2019-05-22,7.0,Kampala,Kyambogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Ghana, Nigeria",Ghana,Nigeria,international,Ghana,field,Nigeria,,28.0,,VD Adewoye
2019-05-22,8.0,Kampala,Kyambogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Botswana, Namibia",Botswana,Namibia,international,Botswana,bat,Namibia,,,10.0,C Viljoen
2019-05-22,9.0,Kampala,Lugogo Cricket Oval,2019,ICC Men's T20 World Cup Africa Region Final,T20,20,"Uganda, Kenya",Uganda,Kenya,international,Kenya,bat,Kenya,,1.0,,RR Patel
2019-05-26,1.0,Dublin,YMCA Cricket Club,2019,West Indies Women tour of England and Ireland,T20,20,"Ireland, West Indies",Ireland,West Indies,international,West Indies,bat,West Indies,,64.0,,
2019-05-28,2.0,Dublin,Sydney Parade,2019,West Indies Women tour of England and Ireland,T20,20,"Ireland, West Indies",Ireland,West Indies,international,West Indies,bat,West Indies,,45.0,,
2019-05-29,3.0,Dublin,Sydney Parade,2019,West Indies Women tour of England and Ireland,T20,20,"Ireland, West Indies",Ireland,West Indies,international,Ireland,field,West Indies,,72.0,,
2019-06-15,3.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Guernsey, Germany",Guernsey,Germany,international,Germany,field,Germany,,,5.0,
2019-06-17,4.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Denmark, Norway",Denmark,Norway,international,Denmark,bat,Denmark,,46.0,,SA Ahmad
2019-06-16,6.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Denmark, Jersey",Denmark,Jersey,international,Denmark,field,Jersey,,18.0,,
2019-06-16,7.0,St Peter Port,College Field,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Guernsey, Italy",Guernsey,Italy,international,Guernsey,field,Italy,,11.0,,
2019-06-16,8.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Jersey, Norway",Jersey,Norway,international,Jersey,bat,Jersey,,80.0,,BDH Stevens
2019-06-18,9.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Guernsey, Denmark",Guernsey,Denmark,international,Guernsey,field,,no result,,,
2019-06-20,10.0,St Peter Port,College Field,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Germany, Norway",Germany,Norway,international,Germany,field,Germany,,,7.0,CAJ Meschede
2019-06-20,12.0,St Peter Port,College Field,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Germany, Jersey",Germany,Jersey,international,Germany,field,Germany,,,3.0,B Ward
2019-06-19,13.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Guernsey, Norway",Guernsey,Norway,international,Guernsey,field,Guernsey,,,4.0,
2019-06-19,14.0,St Peter Port,College Field,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Italy, Jersey",Italy,Jersey,international,Italy,field,Jersey,,73.0,,
2019-06-19,15.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Denmark, Germany",Denmark,Germany,international,Germany,field,Germany,,,7.0,
2020-02-12,1.0,East London,Buffalo Park,2019,England tour of South Africa,T20,20,"South Africa, England",South Africa,England,international,England,field,South Africa,,1.0,,L Ngidi
2020-02-14,2.0,Durban,Kingsmead,2019,England tour of South Africa,T20,20,"South Africa, England",South Africa,England,international,South Africa,field,England,,2.0,,MM Ali
2020-02-16,3.0,Centurion,SuperSport Park,2019,England tour of South Africa,T20,20,"South Africa, England",South Africa,England,international,South Africa,bat,England,,,5.0,EJG Morgan
2020-02-21,1.0,Johannesburg,The Wanderers Stadium,2019,Australia tour of South Africa,T20,20,"South Africa, Australia",South Africa,Australia,international,South Africa,field,Australia,,107.0,,AC Agar
2020-02-23,2.0,Port Elizabeth,St George's Park,2019,Australia tour of South Africa,T20,20,"South Africa, Australia",South Africa,Australia,international,South Africa,bat,South Africa,,12.0,,Q de Kock
2020-02-26,3.0,Cape Town,Newlands,2019,Australia tour of South Africa,T20,20,"South Africa, Australia",South Africa,Australia,international,South Africa,field,Australia,,97.0,,MA Starc
2019-06-24,1.0,Kuala Lumpur,Kinrara Academy Oval,2019,Malaysia Tri-Nation T20I Series,T20,20,"Malaysia, Thailand",Malaysia,Thailand,international,Malaysia,field,Malaysia,,,5.0,M Syahadat Ramli
2019-06-26,3.0,Kuala Lumpur,Kinrara Academy Oval,2019,Malaysia Tri-Nation T20I Series,T20,20,"Maldives, Thailand",Maldives,Thailand,international,Thailand,bat,Maldives,,,2.0,MNR Cooray
2019-06-27,4.0,Kuala Lumpur,Kinrara Academy Oval,2019,Malaysia Tri-Nation T20I Series,T20,20,"Malaysia, Thailand",Malaysia,Thailand,international,Thailand,bat,Malaysia,,,8.0,Anwar Rahman
2019-06-28,5.0,Kuala Lumpur,Kinrara Academy Oval,2019,Malaysia Tri-Nation T20I Series,T20,20,"Malaysia, Maldives",Malaysia,Maldives,international,Malaysia,bat,,no result,,,
2019-06-29,6.0,Kuala Lumpur,Kinrara Academy Oval,2019,Malaysia Tri-Nation T20I Series,T20,20,"Maldives, Thailand",Maldives,Thailand,international,Thailand,field,Thailand,,,5.0,N Pathan
2019-09-18,2.0,Chandigarh,"Punjab Cricket Association IS Bindra Stadium, Mohali",2019,South Africa tour of India,T20,20,"India, South Africa",India,South Africa,international,India,field,India,,,7.0,V Kohli
2019-09-22,3.0,Bengaluru,M.Chinnaswamy Stadium,2019,South Africa tour of India,T20,20,"India, South Africa",India,South Africa,international,India,bat,South Africa,,,9.0,BE Hendricks
2019-11-03,1.0,Delhi,Arun Jaitley Stadium,2019,Bangladesh tour of India,T20,20,"India, Bangladesh",India,Bangladesh,international,Bangladesh,field,Bangladesh,,,7.0,Mushfiqur Rahim
2019-11-07,2.0,Rajkot,Saurashtra Cricket Association Stadium,2019,Bangladesh tour of India,T20,20,"India, Bangladesh",India,Bangladesh,international,India,field,India,,,8.0,RG Sharma
2019-11-10,3.0,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",2019,Bangladesh tour of India,T20,20,"India, Bangladesh",India,Bangladesh,international,Bangladesh,field,India,,30.0,,DL Chahar
2019-12-06,1.0,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2019,West Indies tour of India,T20,20,"India, West Indies",India,West Indies,international,India,field,India,,,6.0,V Kohli
2019-12-08,2.0,Thiruvananthapuram,Greenfield International Stadium,2019,West Indies tour of India,T20,20,"India, West Indies",India,West Indies,international,West Indies,field,West Indies,,,8.0,LMP Simmons
2019-12-11,3.0,Mumbai,Wankhede Stadium,2019,West Indies tour of India,T20,20,"India, West Indies",India,West Indies,international,West Indies,field,India,,67.0,,KL Rahul
2019-11-01,1.0,Christchurch,Hagley Oval,2019,England tour of New Zealand,T20,20,"New Zealand, England",New Zealand,England,international,England,field,England,,,7.0,JM Vince
2019-11-03,2.0,Wellington,Westpac Stadium,2019,England tour of New Zealand,T20,20,"New Zealand, England",New Zealand,England,international,England,field,New Zealand,,21.0,,MJ Santner
2019-11-05,3.0,Nelson,Saxton Oval,2019,England tour of New Zealand,T20,20,"New Zealand, England",New Zealand,England,international,New Zealand,bat,New Zealand,,14.0,,C de Grandhomme
2019-11-08,4.0,Napier,McLean Park,2019,England tour of New Zealand,T20,20,"New Zealand, England",New Zealand,England,international,New Zealand,field,England,,76.0,,DJ Malan
2019-11-10,5.0,Auckland,Eden Park,2019,England tour of New Zealand,T20,20,"New Zealand, England",New Zealand,England,international,England,field,,tie,,,JM Bairstow
2020-01-24,1.0,Auckland,Eden Park,2019,India tour of New Zealand,T20,20,"New Zealand, India",New Zealand,India,international,India,field,India,,,6.0,SS Iyer
2020-01-26,2.0,Auckland,Eden Park,2019,India tour of New Zealand,T20,20,"New Zealand, India",New Zealand,India,international,New Zealand,bat,India,,,7.0,KL Rahul
2020-01-29,3.0,Hamilton,Seddon Park,2019,India tour of New Zealand,T20,20,"New Zealand, India",New Zealand,India,international,New Zealand,field,,tie,,,RG Sharma
2020-01-31,4.0,Wellington,Westpac Stadium,2019,India tour of New Zealand,T20,20,"New Zealand, India",New Zealand,India,international,New Zealand,field,,tie,,,SN Thakur
2020-02-02,5.0,Mount Maunganui,Bay Oval,2019,India tour of New Zealand,T20,20,"New Zealand, India",New Zealand,India,international,India,bat,India,,7.0,,JJ Bumrah
2020-02-02,1.0,Mount Maunganui,Bay Oval,2019,South Africa Women tour of New Zealand,T20,20,"New Zealand, South Africa",New Zealand,South Africa,international,New Zealand,field,New Zealand,,,9.0,
2020-02-06,2.0,Hamilton,Seddon Park,2019,South Africa Women tour of New Zealand,T20,20,"New Zealand, South Africa",New Zealand,South Africa,international,New Zealand,field,New Zealand,,,5.0,
2020-02-09,3.0,Wellington,Basin Reserve,2019,South Africa Women tour of New Zealand,T20,20,"New Zealand, South Africa",New Zealand,South Africa,international,New Zealand,bat,South Africa,,,5.0,
2020-02-10,4.0,Wellington,Basin Reserve,2019,South Africa Women tour of New Zealand,T20,20,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,field,New Zealand,,69.0,,
2019-06-23,1.0,Rotterdam,Hazelaarweg,2019,Zimbabwe tour of Netherlands and Ireland,T20,20,"Netherlands, Zimbabwe",Netherlands,Zimbabwe,international,Zimbabwe,field,Netherlands,,49.0,,
2019-06-25,2.0,Rotterdam,Hazelaarweg,2019,Zimbabwe tour of Netherlands and Ireland,T20,20,"Netherlands, Zimbabwe",Netherlands,Zimbabwe,international,Netherlands,bat,,tie,,,
2019-08-03,1.0,Lauderhill,Central Broward Regional Park Stadium Turf Ground,2019,India tour of United States of America and West Indies,T20,20,"India, West Indies",India,West Indies,international,India,field,India,,,4.0,Navdeep Saini
2019-08-04,2.0,Lauderhill,Central Broward Regional Park Stadium Turf Ground,2019,India tour of United States of America and West Indies,T20,20,"India, West Indies",India,West Indies,international,India,bat,India,,22.0,,KH Pandya
2019-08-06,3.0,Providence,"Providence Stadium, Guyana",2019,India tour of United States of America and West Indies,T20,20,"West Indies, India",West Indies,India,international,India,field,India,,,7.0,DL Chahar
2019-06-19,4.0,Kigali City,Gahanga International Cricket Stadium. Rwanda,2019,Kwibuka Women's Twenty20 Tournament,T20,20,"Rwanda, Uganda",Rwanda,Uganda,international,Uganda,bat,Uganda,,30.0,,R Musamali
2019-06-18,2.0,Kigali City,Gahanga International Cricket Stadium. Rwanda,2019,Kwibuka Women's Twenty20 Tournament,T20,20,"Rwanda, Mali",Rwanda,Mali,international,Mali,bat,Rwanda,,,10.0,J Nyirankundineza
2019-06-18,1.0,Kigali City,Gahanga International Cricket Stadium. Rwanda,2019,Kwibuka Women's Twenty20 Tournament,T20,20,"Tanzania, Uganda",Tanzania,Uganda,international,Tanzania,bat,Tanzania,,5.0,,M Pascal
2019-06-20,9.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Guernsey, Denmark",Guernsey,Denmark,international,Denmark,field,Guernsey,,6.0,,ND Laegsgaard
2019-06-20,11.0,Castel,King George V Sports Ground,2019,ICC Men's T20 World Cup Europe Region Final,T20,20,"Denmark, Italy",Denmark,Italy,international,Denmark,bat,Denmark,,30.0,,Zishan Shah
2019-06-26,2.0,Murcia,La Manga Club Top Ground,2019,ICC Women's T20 World Cup Europe Region Qualifier,T20,20,"Netherlands, Scotland",Netherlands,Scotland,international,Scotland,field,Netherlands,,7.0,,
2019-06-27,3.0,Murcia,La Manga Club Top Ground,2019,ICC Women's T20 World Cup Europe Region Qualifier,T20,20,"Germany, Netherlands",Germany,Netherlands,international,Germany,field,Netherlands,,131.0,,
2019-06-27,4.0,Murcia,La Manga Club Top Ground,2019,ICC Women's T20 World Cup Europe Region Qualifier,T20,20,"Netherlands, Scotland",Netherlands,Scotland,international,Netherlands,field,,tie,,,
2019-06-29,5.0,Murcia,La Manga Club Top Ground,2019,ICC Women's T20 World Cup Europe Region Qualifier,T20,20,"Germany, Scotland",Germany,Scotland,international,Germany,field,Scotland,,107.0,,
2019-08-08,1.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Netherlands, Ireland",Netherlands,Ireland,international,Netherlands,field,Ireland,,79.0,,
2019-08-09,3.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Netherlands, Scotland",Netherlands,Scotland,international,Netherlands,bat,Scotland,,5.0,,
2019-08-09,4.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Ireland, Thailand",Ireland,Thailand,international,Ireland,field,Thailand,,4.0,,
2019-08-10,6.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Ireland, Scotland",Ireland,Scotland,international,Scotland,bat,Scotland,,11.0,,
2019-08-12,7.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Scotland, Thailand",Scotland,Thailand,international,Scotland,field,Scotland,,,5.0,
2019-08-12,8.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Netherlands, Ireland",Netherlands,Ireland,international,Ireland,bat,,no result,,,
2019-08-13,9.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Ireland, Thailand",Ireland,Thailand,international,Ireland,bat,Thailand,,,7.0,
2019-08-13,10.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Netherlands, Scotland",Netherlands,Scotland,international,Netherlands,field,Scotland,,62.0,,
2019-08-14,11.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Ireland, Scotland",Ireland,Scotland,international,Scotland,bat,Ireland,,,9.0,
2019-08-14,12.0,Deventer,Sportpark Het Schootsveld,2019,Women's T20I Quadrangular Series (in Netherlands),T20,20,"Netherlands, Thailand",Netherlands,Thailand,international,Netherlands,field,Thailand,,93.0,,
2019-07-22,1.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Singapore, Qatar",Singapore,Qatar,international,Singapore,bat,Singapore,,33.0,,Janak Prakash
2019-07-22,2.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Kuwait, Malaysia",Kuwait,Malaysia,international,Malaysia,bat,Malaysia,,42.0,,Syed Aziz
2019-07-23,3.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Nepal, Qatar",Nepal,Qatar,international,Nepal,bat,Qatar,,,4.0,Inam-ul-Haq
2019-07-24,5.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Malaysia, Nepal",Malaysia,Nepal,international,Nepal,field,Nepal,,,7.0,G Malla
2019-07-26,6.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Kuwait, Qatar",Kuwait,Qatar,international,Qatar,field,Kuwait,,10.0,,Adnan Idrees
2019-07-26,7.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Singapore, Malaysia",Singapore,Malaysia,international,Malaysia,bat,Singapore,,,8.0,S Chandramohan
2019-07-27,8.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Kuwait, Nepal",Kuwait,Nepal,international,Nepal,field,Nepal,,,7.0,P Khadka
2019-07-27,9.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Malaysia, Qatar",Malaysia,Qatar,international,Malaysia,bat,Qatar,,,4.0,Nouman Sarwar
2019-07-28,10.0,Singapore,Indian Association Ground,2019,ICC Men's T20 World Cup Asia Region Final,T20,20,"Singapore, Nepal",Singapore,Nepal,international,Singapore,bat,Singapore,,82.0,,TH David
2019-08-05,2.0,Amstelveen,VRA Ground,2019,United Arab Emirates tour of Netherlands,T20,20,"Netherlands, United Arab Emirates",Netherlands,United Arab Emirates,international,United Arab Emirates,field,United Arab Emirates,,,5.0,
2019-08-08,4.0,The Hague,Sportpark Westvliet,2019,United Arab Emirates tour of Netherlands,T20,20,"Netherlands, United Arab Emirates",Netherlands,United Arab Emirates,international,Netherlands,bat,United Arab Emirates,,,7.0,
2019-07-13,1.0,Kuala Lumpur,Kinrara Academy Oval,2019,Nepal tour of Malaysia,T20,20,"Malaysia, Nepal",Malaysia,Nepal,international,Malaysia,bat,Nepal,,,7.0,P Khadka
2019-07-14,2.0,Kuala Lumpur,Kinrara Academy Oval,2019,Nepal tour of Malaysia,T20,20,"Malaysia, Nepal",Malaysia,Nepal,international,Nepal,bat,Nepal,,6.0,,B Bhandari
2019-09-01,1.0,Kandy,Pallekele International Cricket Stadium,2019,New Zealand tour of Sri Lanka,T20,20,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,Sri Lanka,bat,New Zealand,,,5.0,LRPL Taylor
2019-09-03,2.0,Kandy,Pallekele International Cricket Stadium,2019,New Zealand tour of Sri Lanka,T20,20,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,Sri Lanka,bat,New Zealand,,,4.0,TG Southee
2019-09-06,3.0,Kandy,Pallekele International Cricket Stadium,2019,New Zealand tour of Sri Lanka,T20,20,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,Sri Lanka,bat,Sri Lanka,,37.0,,SL Malinga
2019-09-07,5.0,Kigali City,Gahanga International Cricket Stadium. Rwanda,2019,Nigeria Women tour of Rwanda,T20,20,"Rwanda, Nigeria",Rwanda,Nigeria,international,Nigeria,bat,Rwanda,,,4.0,S Sunday
2019-09-02,1.0,Dundee,Forthill,2019,ICC Women's T20 World Cup Qualifier,T20,20,"Bangladesh, Papua New Guinea",Bangladesh,Papua New Guinea,international,Papua New Guinea,field,Bangladesh,,6.0,,Nahida Akter
2019-08-31,3.0,Dundee,Forthill,2019,ICC Women's T20 World Cup Qualifier,T20,20,"Scotland, United States of America",Scotland,United States of America,international,Scotland,bat,Scotland,,30.0,,KE Bryce
2019-09-01,5.0,Dundee,Forthill,2019,ICC Women's T20 World Cup Qualifier,T20,20,"Namibia, Thailand",Namibia,Thailand,international,Thailand,bat,Thailand,,38.0,,C Sutthiruang
