Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Man_Of_Match
2023-05-29,1.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Italy, Jersey",Italy,Jersey,international,Italy,bat,Jersey,,,7.0,G Mallett
2023-05-29,2.0,St Clement,"FB Fields, St Clement",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Turkey, Sweden",Turkey,Sweden,international,Sweden,field,Sweden,,,10.0,SK Ravuri
2023-05-29,3.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"France, Italy",France,Italy,international,France,bat,Italy,,,6.0,EL Bartram
2023-05-30,5.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Jersey, Germany",Jersey,Germany,international,Germany,field,Germany,,,9.0,CM Gough
2023-05-30,6.0,St Clement,"FB Fields, St Clement",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"France, Sweden",France,Sweden,international,Sweden,field,France,,48.0,,IY Mckeon
2023-05-30,7.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Turkey, Jersey",Turkey,Jersey,international,Jersey,field,Jersey,,,9.0,
2023-06-01,9.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Germany, Italy",Germany,Italy,international,Italy,field,Italy,,,7.0,CM Gough
2023-06-01,10.0,St Clement,"FB Fields, St Clement",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"France, Turkey",France,Turkey,international,Turkey,field,France,,128.0,,PC McGeown
2023-06-01,11.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Sweden, Germany",Sweden,Germany,international,Germany,field,Germany,,,7.0,CM Gough
2023-06-01,12.0,St Clement,"FB Fields, St Clement",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"France, Jersey",France,Jersey,international,France,bat,France,,6.0,,A Bester
2023-06-02,13.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Italy, Turkey",Italy,Turkey,international,Turkey,field,Italy,,88.0,,AS Withanage
2023-06-02,14.0,St Clement,"FB Fields, St Clement",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"Jersey, Sweden",Jersey,Sweden,international,Sweden,field,Jersey,,108.0,,CM Greechan
2023-06-02,15.0,St Saviour,"Grainville, St Saviour, Jersey",2023,ICC Women's T20 World Cup Europe Division 2 Qualifier,T20,20,"France, Germany",France,Germany,international,France,bat,France,,13.0,,PC McGeown
2023-07-04,1.0,Gros Islet,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2023,Ireland Women tour of West Indies,T20,20,"Ireland, West Indies",Ireland,West Indies,international,West Indies,field,West Indies,,,2.0,HK Matthews
2023-07-06,2.0,Gros Islet,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2023,Ireland Women tour of West Indies,T20,20,"Ireland, West Indies",Ireland,West Indies,international,Ireland,bat,West Indies,,,8.0,HK Matthews
2023-07-08,3.0,Gros Islet,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2023,Ireland Women tour of West Indies,T20,20,"Ireland, West Indies",Ireland,West Indies,international,Ireland,bat,West Indies,,,8.0,HK Matthews
2023-08-14,1.0,Amstelveen,"VRA Ground, Amstelveen",2023,Ireland Women tour of Netherlands,T20,20,"Netherlands, Ireland",Netherlands,Ireland,international,Ireland,field,Ireland,,,10.0,AN Kelly
2023-08-16,2.0,Amstelveen,"VRA Ground, Amstelveen",2023,Ireland Women tour of Netherlands,T20,20,"Ireland, Netherlands",Ireland,Netherlands,international,Netherlands,field,Ireland,,66.0,,L Delany
2023-08-17,3.0,Amstelveen,"VRA Ground, Amstelveen",2023,Ireland Women tour of Netherlands,T20,20,"Netherlands, Ireland",Netherlands,Ireland,international,Netherlands,bat,Ireland,,,6.0,R Stokell
2023-06-17,13.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Botswana, Uganda",Botswana,Uganda,international,Botswana,bat,Uganda,,,7.0,H Ssenyondo
2023-06-17,14.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Rwanda, Kenya",Rwanda,Kenya,international,Rwanda,bat,Kenya,,,7.0,LN Oluoch
2023-06-10,4.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Kenya, Uganda",Kenya,Uganda,international,Kenya,bat,Kenya,,88.0,,CO Obuya
2023-06-11,6.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Rwanda, Uganda",Rwanda,Uganda,international,Rwanda,bat,Uganda,,,8.0,H Ssenyondo
2023-06-18,15.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Botswana, Rwanda",Botswana,Rwanda,international,Botswana,bat,Rwanda,,,7.0,E Rukiriza
2023-06-11,5.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Botswana, Kenya",Botswana,Kenya,international,Botswana,bat,Kenya,,,8.0,SO Ngoche
2023-06-18,16.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Kenya, Uganda",Kenya,Uganda,international,Kenya,bat,Uganda,,,5.0,S Sesazi
2023-06-14,10.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Rwanda, Kenya",Rwanda,Kenya,international,Rwanda,bat,Kenya,,,7.0,S Singh
2023-06-14,9.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Uganda, Botswana",Uganda,Botswana,international,Uganda,bat,Uganda,,64.0,,AR Ramjani
2023-06-15,11.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Rwanda, Uganda",Rwanda,Uganda,international,Uganda,field,Uganda,,,7.0,H Ssenyondo
2023-06-19,17.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Botswana, Kenya",Botswana,Kenya,international,Botswana,bat,Kenya,,,6.0,CO Obuya
2023-06-13,7.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Rwanda, Botswana",Rwanda,Botswana,international,Botswana,field,Rwanda,,27.0,,C Rububagumya
2023-06-19,18.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Uganda, Rwanda",Uganda,Rwanda,international,Uganda,bat,Uganda,,94.0,,H Ssenyondo
2023-06-13,8.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Uganda, Kenya",Uganda,Kenya,international,Uganda,bat,Uganda,,47.0,,Riazat Ali Shah
2023-06-15,12.0,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Botswana, Kenya",Botswana,Kenya,international,Botswana,bat,Botswana,,30.0,,V Balakrishnan
2023-06-21,,Nairobi,"Gymkhana Club Ground, Nairobi",2023,Africa Continental Cup,T20,20,"Uganda, Kenya",Uganda,Kenya,international,Uganda,bat,Uganda,,1.0,,DM Nakrani
2023-06-14,6.0,Mong Kok,"Mission Road Ground, Mong Kok, Hong Kong",2023,Asian Cricket Council Women's Emerging Teams Cup,T20,20,"Malaysia, United Arab Emirates",Malaysia,United Arab Emirates,international,United Arab Emirates,field,United Arab Emirates,,,5.0,Vaishnave Mahesh
2023-07-08,1.0,Colombo,"P Sara Oval, Colombo",2023,New Zealand Women tour of Sri Lanka,T20,20,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,New Zealand,field,New Zealand,,,5.0,SW Bates
2023-07-10,2.0,Colombo,"P Sara Oval, Colombo",2023,New Zealand Women tour of Sri Lanka,T20,20,"Sri Lanka, New Zealand",Sri Lanka,New Zealand,international,New Zealand,field,New Zealand,,,8.0,LMM Tahuhu
2023-07-12,3.0,Colombo,"P Sara Oval, Colombo",2023,New Zealand Women tour of Sri Lanka,T20,20,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,10.0,AC Jayangani
2023-06-10,3.0,Krefeld,Bayer Uerdingen Cricket Ground,2023,Belgium tour of Germany,T20,20,"Belgium, Germany",Belgium,Germany,international,Germany,field,Germany,,,4.0,Ghulam Ahmadi
2023-06-11,4.0,Krefeld,Bayer Uerdingen Cricket Ground,2023,Belgium tour of Germany,T20,20,"Belgium, Germany",Belgium,Germany,international,Germany,field,Germany,,,8.0,V Ganesan
2023-06-11,2.0,Prague,"Scott Page Field, Vinor",2023,Hungary tour of Czech Republic,T20,20,"Czech Republic, Hungary",Czech Republic,Hungary,international,Hungary,field,,tie,,,A Ashokan
2023-06-11,3.0,Prague,"Scott Page Field, Vinor",2023,Hungary tour of Czech Republic,T20,20,"Hungary, Czech Republic",Hungary,Czech Republic,international,Hungary,bat,Czech Republic,,,3.0,S Wickramasekara
2023-08-03,1.0,Tarouba,"Brian Lara Stadium, Tarouba, Trinidad",2023,India tour of West Indies and United States of America,T20,20,"West Indies, India",West Indies,India,international,West Indies,bat,West Indies,,4.0,,JO Holder
2023-08-06,2.0,Providence,"Providence Stadium, Guyana",2023,India tour of West Indies and United States of America,T20,20,"India, West Indies",India,West Indies,international,India,bat,West Indies,,,2.0,N Pooran
2023-08-08,3.0,Providence,"Providence Stadium, Guyana",2023,India tour of West Indies and United States of America,T20,20,"West Indies, India",West Indies,India,international,West Indies,bat,India,,,7.0,SA Yadav
2023-08-12,4.0,Lauderhill,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,India tour of West Indies and United States of America,T20,20,"West Indies, India",West Indies,India,international,West Indies,bat,India,,,9.0,YBK Jaiswal
2023-08-13,5.0,Lauderhill,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",2023,India tour of West Indies and United States of America,T20,20,"India, West Indies",India,West Indies,international,India,bat,West Indies,,,8.0,R Shepherd
2023-06-29,1.0,Deventer,"Sportpark Het Schootsveld, Deventer",2023,Austria tour of Netherlands,T20,20,"Austria, Germany",Austria,Germany,international,Germany,field,Germany,,,6.0,
2023-06-30,2.0,Deventer,"Sportpark Het Schootsveld, Deventer",2023,Austria tour of Netherlands,T20,20,"Austria, Germany",Austria,Germany,international,Germany,field,Germany,,,8.0,
2023-06-23,1.0,Sofia,"National Sports Academy, Sofia",2023,Quadrangular Twenty20 Series (Bulgaria),T20,20,"Serbia, Turkey",Serbia,Turkey,international,Serbia,bat,Serbia,,70.0,,A Dizija
2023-06-23,2.0,Sofia,"National Sports Academy, Sofia",2023,Quadrangular Twenty20 Series (Bulgaria),T20,20,"Croatia, Bulgaria",Croatia,Bulgaria,international,Bulgaria,field,Bulgaria,,,9.0,P Mishra
2023-06-23,3.0,Sofia,"National Sports Academy, Sofia",2023,Quadrangular Twenty20 Series (Bulgaria),T20,20,"Bulgaria, Serbia",Bulgaria,Serbia,international,Serbia,field,Serbia,,,5.0,MV Pavlovic
2023-06-24,4.0,Sofia,"National Sports Academy, Sofia",2023,Quadrangular Twenty20 Series (Bulgaria),T20,20,"Croatia, Turkey",Croatia,Turkey,international,Croatia,bat,Turkey,,,8.0,Muhammed Turkmen
2023-06-24,5.0,Sofia,"National Sports Academy, Sofia",2023,Quadrangular Twenty20 Series (Bulgaria),T20,20,"Croatia, Serbia",Croatia,Serbia,international,Croatia,bat,Serbia,,,9.0,M Sarenac
2023-06-24,6.0,Sofia,"National Sports Academy, Sofia",2023,Quadrangular Twenty20 Series (Bulgaria),T20,20,"Turkey, Bulgaria",Turkey,Bulgaria,international,Bulgaria,field,Bulgaria,,,8.0,Zaid Soulat
2023-09-01,1.0,Karachi,"National Stadium, Karachi",2023,South Africa Women tour of Pakistan,T20,20,"South Africa, Pakistan",South Africa,Pakistan,international,Pakistan,field,Pakistan,,,5.0,T Brits
2023-09-03,2.0,Karachi,"National Stadium, Karachi",2023,South Africa Women tour of Pakistan,T20,20,"South Africa, Pakistan",South Africa,Pakistan,international,Pakistan,field,Pakistan,,,7.0,Sidra Ameen
2023-09-04,3.0,Karachi,"National Stadium, Karachi",2023,South Africa Women tour of Pakistan,T20,20,"Pakistan, South Africa",Pakistan,South Africa,international,South Africa,field,Pakistan,,6.0,,L Wolvaardt
2023-07-09,1.0,Dhaka,"Shere Bangla National Stadium, Mirpur",2023,India Women tour of Bangladesh,T20,20,"Bangladesh, India",Bangladesh,India,international,India,field,India,,,7.0,H Kaur
2023-07-11,2.0,Dhaka,"Shere Bangla National Stadium, Mirpur",2023,India Women tour of Bangladesh,T20,20,"India, Bangladesh",India,Bangladesh,international,India,bat,India,,8.0,,DB Sharma
2023-07-13,3.0,Dhaka,"Shere Bangla National Stadium, Mirpur",2023,India Women tour of Bangladesh,T20,20,"India, Bangladesh",India,Bangladesh,international,India,bat,Bangladesh,,,4.0,Shamima Sultana
2023-07-20,1.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Austria, Jersey",Austria,Jersey,international,Jersey,field,Jersey,,,8.0,NA Greenwood
2023-07-20,2.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Ireland, Italy",Ireland,Italy,international,Italy,field,Ireland,,7.0,,C Campher
2023-07-20,3.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Scotland, Germany",Scotland,Germany,international,Germany,field,Scotland,,72.0,,OJ Hairs
2023-07-21,4.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Denmark, Ireland",Denmark,Ireland,international,Denmark,bat,Ireland,,,9.0,A Balbirnie
2023-07-21,5.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Austria, Germany",Austria,Germany,international,Austria,bat,Germany,,,9.0,J van Heerden
2023-07-21,6.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Scotland, Jersey",Scotland,Jersey,international,Jersey,field,Scotland,,14.0,,MRJ Watt
2023-07-23,7.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Ireland, Austria",Ireland,Austria,international,Austria,field,Ireland,,128.0,,L Tucker
2023-07-23,8.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Italy, Jersey",Italy,Jersey,international,Jersey,field,Italy,,25.0,,WL Madsen
2023-07-23,9.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Denmark, Germany",Denmark,Germany,international,Denmark,bat,Germany,,,6.0,J van Heerden
2023-07-24,10.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Scotland, Italy",Scotland,Italy,international,Italy,field,Scotland,,155.0,,OJ Hairs
2023-07-24,11.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Austria, Denmark",Austria,Denmark,international,Denmark,field,Denmark,,,8.0,ND Laegsgaard
2023-07-24,12.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Jersey, Ireland",Jersey,Ireland,international,Ireland,field,Ireland,,,9.0,BJ McCarthy
2023-07-25,13.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Italy, Denmark",Italy,Denmark,international,Denmark,field,Italy,,26.0,,HJ Manenti
2023-07-25,14.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Scotland, Austria",Scotland,Austria,international,Austria,field,Scotland,,166.0,,HG Munsey
2023-07-25,15.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Jersey, Germany",Jersey,Germany,international,Germany,field,Jersey,,51.0,,NA Greenwood
2023-07-27,16.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Scotland, Denmark",Scotland,Denmark,international,Denmark,field,Scotland,,33.0,,RD Berrington
2023-07-28,19.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Germany, Italy",Germany,Italy,international,Italy,field,Italy,,,4.0,S di Bartolomeo
2023-07-28,20.0,Edinburgh,"Goldenacre, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Jersey, Denmark",Jersey,Denmark,international,Denmark,field,Jersey,,28.0,,NA Greenwood
2023-07-28,21.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",2023,ICC Men's T20 World Cup Europe Region Qualifier,T20,20,"Scotland, Ireland",Scotland,Ireland,international,Ireland,field,Scotland,,8.0,,BJ Currie
2023-07-22,1.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Japan, Philippines",Japan,Philippines,international,Japan,bat,Japan,,53.0,,K Kadowaki-Fleming
2023-07-22,2.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Vanuatu, Papua New Guinea",Vanuatu,Papua New Guinea,international,Vanuatu,bat,Papua New Guinea,,,9.0,J Kariko
2023-07-23,3.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Japan, Vanuatu",Japan,Vanuatu,international,Vanuatu,field,Japan,,21.0,,K Kadowaki-Fleming
2023-07-25,5.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Vanuatu, Philippines",Vanuatu,Philippines,international,Vanuatu,bat,Philippines,,,6.0,DC Smith
2023-07-25,6.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Japan, Papua New Guinea",Japan,Papua New Guinea,international,Japan,bat,Papua New Guinea,,,6.0,SI Kamea
2023-07-26,7.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Papua New Guinea, Vanuatu",Papua New Guinea,Vanuatu,international,Papua New Guinea,bat,Papua New Guinea,,39.0,,N Vanua
2023-07-26,8.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Japan, Philippines",Japan,Philippines,international,Japan,bat,Japan,,33.0,,S Ravichandran
2023-07-28,9.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Japan, Vanuatu",Japan,Vanuatu,international,Vanuatu,field,Vanuatu,,,5.0,N Nipiko
2023-07-28,10.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Papua New Guinea, Philippines",Papua New Guinea,Philippines,international,Philippines,field,Papua New Guinea,,100.0,,TP Ura
2023-07-29,11.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Philippines, Vanuatu",Philippines,Vanuatu,international,Philippines,bat,Vanuatu,,,3.0,KDA Lukies
2023-07-29,12.0,Port Moresby,"Amini Park, Port Moresby",2023,ICC Men's T20 World Cup East Asia-Pacific Qualifier,T20,20,"Japan, Papua New Guinea",Japan,Papua New Guinea,international,Japan,bat,Papua New Guinea,,,6.0,N Vanua
2023-07-26,1.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"China, Malaysia",China,Malaysia,international,China,bat,Malaysia,,,8.0,Syazrul Idrus
2023-07-26,2.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Bhutan, Myanmar",Bhutan,Myanmar,international,Bhutan,bat,Bhutan,,31.0,,Tashi Phuntsho
2023-07-27,3.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"China, Thailand",China,Thailand,international,Thailand,field,Thailand,,,9.0,N Senamontree
2023-07-27,4.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Malaysia, Bhutan",Malaysia,Bhutan,international,Bhutan,field,Malaysia,,75.0,,Virandeep Singh
2023-07-28,5.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Thailand, Myanmar",Thailand,Myanmar,international,Myanmar,field,Thailand,,101.0,,J Coetzee
2023-07-30,6.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Bhutan, China",Bhutan,China,international,Bhutan,bat,Bhutan,,95.0,,S Pradhan
2023-07-30,7.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Malaysia, Myanmar",Malaysia,Myanmar,international,Myanmar,field,Malaysia,,184.0,,Ahmed Faiz
2023-07-31,8.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Bhutan, Thailand",Bhutan,Thailand,international,Thailand,field,Thailand,,,8.0,AP Yadav
2023-07-31,9.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Myanmar, China",Myanmar,China,international,China,field,China,,,5.0,Chen Zhuo Yue
2023-08-01,10.0,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",2023,ICC Men's T20 World Cup Asia B Qualifier,T20,20,"Thailand, Malaysia",Thailand,Malaysia,international,Malaysia,field,Malaysia,,,7.0,S Vijay Unni
2023-07-10,1.0,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",2023,Thailand Women tour of Netherlands,T20,20,"Scotland, Thailand",Scotland,Thailand,international,Thailand,field,Thailand,,,8.0,C Sutthiruang
2023-07-11,2.0,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",2023,Thailand Women tour of Netherlands,T20,20,"Thailand, Netherlands",Thailand,Netherlands,international,Netherlands,field,Netherlands,,,6.0,HDJ Siegers
2023-07-12,3.0,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",2023,Netherlands Women's T20I Tri-Series,T20,20,"Scotland, Netherlands",Scotland,Netherlands,international,Netherlands,field,Scotland,,6.0,,DEM Carter
2023-07-13,4.0,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",2023,Thailand Women tour of Netherlands,T20,20,"Thailand, Scotland",Thailand,Scotland,international,Scotland,field,Scotland,,,6.0,KE Bryce
2023-07-14,5.0,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",2023,Thailand Women tour of Netherlands,T20,20,"Netherlands, Thailand",Netherlands,Thailand,international,Thailand,field,Thailand,,,8.0,T Putthawong
2023-07-15,6.0,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",2023,Netherlands Women's T20I Tri-Series,T20,20,"Scotland, Netherlands",Scotland,Netherlands,international,Netherlands,field,Netherlands,,,7.0,
2023-07-10,1.0,Marsa,Marsa Sports Club,2023,Mdina Cup,T20,20,"France, Malta",France,Malta,international,Malta,field,France,,9.0,,Usman Khan
2023-07-10,2.0,Marsa,Marsa Sports Club,2023,Mdina Cup,T20,20,"Malta, France",Malta,France,international,Malta,bat,Malta,,4.0,,
2023-07-11,3.0,Marsa,Marsa Sports Club,2023,Mdina Cup,T20,20,"Malta, Luxembourg",Malta,Luxembourg,international,Luxembourg,field,Malta,,42.0,,Zeeshan Khan
2023-07-11,4.0,Marsa,Marsa Sports Club,2023,Mdina Cup,T20,20,"France, Luxembourg",France,Luxembourg,international,France,bat,France,,51.0,,SM Warnakulasuriya
2023-07-12,5.0,Marsa,Marsa Sports Club,2023,Mdina Cup,T20,20,"Malta, Luxembourg",Malta,Luxembourg,international,Malta,bat,Luxembourg,,,4.0,E Jabarkhel
2023-07-12,6.0,Marsa,Marsa Sports Club,2023,Mdina Cup,T20,20,"Luxembourg, France",Luxembourg,France,international,Luxembourg,bat,France,,,9.0,G Mckeon
2023-07-12,1.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"France, Malta",France,Malta,international,France,bat,France,,30.0,,Usman Khan
2023-07-13,2.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Luxembourg, Malta",Luxembourg,Malta,international,Malta,field,Malta,,,6.0,Fanyan Mughal
2023-07-13,3.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Romania, Switzerland",Romania,Switzerland,international,Switzerland,field,Switzerland,,,6.0,Faheem Nazir
2023-07-13,4.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"France, Romania",France,Romania,international,France,bat,France,,88.0,,L Canessane
2023-07-14,5.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Luxembourg, Switzerland",Luxembourg,Switzerland,international,Switzerland,field,Switzerland,,,8.0,Osama Mahmood
2023-07-14,6.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Malta, Romania",Malta,Romania,international,Malta,bat,Malta,,41.0,,Zeeshan Khan
2023-07-14,7.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"France, Switzerland",France,Switzerland,international,France,bat,Switzerland,,,6.0,Faheem Nazir
2023-07-15,8.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Romania, Luxembourg",Romania,Luxembourg,international,Romania,bat,Luxembourg,,,7.0,V Vijh
2023-07-15,9.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Malta, Switzerland",Malta,Switzerland,international,Switzerland,field,Switzerland,,,6.0,K Fletcher
2023-07-15,10.0,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"France, Luxembourg",France,Luxembourg,international,France,bat,Luxembourg,,,4.0,Anoop Orsu
2023-07-16,,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"France, Malta",France,Malta,international,France,bat,Malta,,,7.0,Waqas Ahmad
2023-07-16,,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Luxembourg, Romania",Luxembourg,Romania,international,Romania,field,Romania,,,7.0,V Saini
2023-07-16,,Marsa,Marsa Sports Club,2023,Valletta Cup,T20,20,"Malta, Switzerland",Malta,Switzerland,international,Malta,bat,Switzerland,,,6.0,Arjun Vinod
