Date,Match_Number,City,Venue,Season,Name,Match_Type,Total_Overs,Teams_Participated,Team_1,Team_2,Team_Type,Toss_Winner,Choose_To,Match_Winner,Match_Result,Win_By_Runs,Win_By_Wickets,Man_Of_Match
2017-01-13,1.0,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2016,Pakistan in Australia ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Australia,,92.0,,MS Wade
2017-01-15,2.0,,Melbourne Cricket Ground,2016,Pakistan in Australia ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Pakistan,,,6.0,Mohammad Hafeez
2017-01-19,3.0,Perth,Western Australia Cricket Association Ground,2016,Pakistan in Australia ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,field,Australia,,,7.0,SPD Smith
2017-01-22,4.0,,Sydney Cricket Ground,2016,Pakistan in Australia ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Australia,,86.0,,DA Warner
2017-01-26,5.0,,Adelaide Oval,2016,Pakistan in Australia ODI Series,ODI,50,"Australia, Pakistan",Australia,Pakistan,international,Australia,bat,Australia,,57.0,,DA Warner
2016-12-04,1.0,,Sydney Cricket Ground,2016,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,Australia,bat,Australia,,68.0,,SPD Smith
2016-12-06,2.0,Canberra,Manuka Oval,2016,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,field,Australia,,116.0,,DA Warner
2016-12-09,3.0,,Melbourne Cricket Ground,2016,Chappell-Hadlee Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,Australia,bat,Australia,,117.0,,DA Warner
2016-09-08,1.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",2016,Hong Kong in Scotland ODI Series,ODI,50,"Scotland, Hong Kong",Scotland,Hong Kong,international,Hong Kong,field,,no result,,,
2016-09-10,2.0,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",2016,Hong Kong in Scotland ODI Series,ODI,50,"Scotland, Hong Kong",Scotland,Hong Kong,international,Scotland,bat,Scotland,,53.0,,
2016-06-11,1.0,,Harare Sports Club,2016,India in Zimbabwe ODI Series,ODI,50,"Zimbabwe, India",Zimbabwe,India,international,India,field,India,,,9.0,KL Rahul
2016-06-13,2.0,,Harare Sports Club,2016,India in Zimbabwe ODI Series,ODI,50,"Zimbabwe, India",Zimbabwe,India,international,India,field,India,,,8.0,YS Chahal
2016-06-15,3.0,,Harare Sports Club,2016,India in Zimbabwe ODI Series,ODI,50,"Zimbabwe, India",Zimbabwe,India,international,Zimbabwe,bat,India,,,10.0,KL Rahul
2016-12-26,1.0,Christchurch,Hagley Oval,2016,Bangladesh in New Zealand ODI Series,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,New Zealand,bat,New Zealand,,77.0,,TWM Latham
2016-12-29,2.0,Nelson,Saxton Oval,2016,Bangladesh in New Zealand ODI Series,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,Bangladesh,field,New Zealand,,67.0,,NT Broom
2016-12-31,3.0,Nelson,Saxton Oval,2016,Bangladesh in New Zealand ODI Series,ODI,50,"New Zealand, Bangladesh",New Zealand,Bangladesh,international,Bangladesh,bat,New Zealand,,,8.0,KS Williamson
2017-01-30,1.0,Auckland,Eden Park,2016,Chappell-Hadlee Trophy,ODI,50,"New Zealand, Australia",New Zealand,Australia,international,Australia,field,New Zealand,,6.0,,MP Stoinis
2017-02-05,3.0,Hamilton,Seddon Park,2016,Chappell-Hadlee Trophy,ODI,50,"New Zealand, Australia",New Zealand,Australia,international,New Zealand,bat,New Zealand,,24.0,,TA Boult
2017-02-19,1.0,Hamilton,Seddon Park,2016,South Africa in New Zealand ODI Series,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,field,South Africa,,,4.0,Q de Kock
2017-02-22,2.0,Christchurch,Hagley Oval,2016,South Africa in New Zealand ODI Series,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,field,New Zealand,,6.0,,LRPL Taylor
2017-02-25,3.0,Wellington,Westpac Stadium,2016,South Africa in New Zealand ODI Series,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,bat,South Africa,,159.0,,AB de Villiers
2017-03-01,4.0,Hamilton,Seddon Park,2016,South Africa in New Zealand ODI Series,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,bat,New Zealand,,,7.0,MJ Guptill
2017-03-04,5.0,Auckland,Eden Park,2016,South Africa in New Zealand ODI Series,ODI,50,"New Zealand, South Africa",New Zealand,South Africa,international,South Africa,field,South Africa,,,6.0,K Rabada
2017-06-01,1.0,London,Kennington Oval,2017,ICC Champions Trophy,ODI,50,"England, Bangladesh",England,Bangladesh,international,England,field,England,,,8.0,JE Root
2017-06-02,2.0,Birmingham,Edgbaston,2017,ICC Champions Trophy,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,bat,,no result,,,
2017-06-03,3.0,London,Kennington Oval,2017,ICC Champions Trophy,ODI,50,"South Africa, Sri Lanka",South Africa,Sri Lanka,international,Sri Lanka,field,South Africa,,96.0,,Imran Tahir
2017-06-04,4.0,Birmingham,Edgbaston,2017,ICC Champions Trophy,ODI,50,"India, Pakistan",India,Pakistan,international,Pakistan,field,India,,124.0,,Yuvraj Singh
2017-06-05,5.0,London,Kennington Oval,2017,ICC Champions Trophy,ODI,50,"Australia, Bangladesh",Australia,Bangladesh,international,Bangladesh,bat,,no result,,,
2017-06-06,6.0,Cardiff,Sophia Gardens,2017,ICC Champions Trophy,ODI,50,"England, New Zealand",England,New Zealand,international,New Zealand,field,England,,87.0,,JT Ball
2017-06-07,7.0,Birmingham,Edgbaston,2017,ICC Champions Trophy,ODI,50,"Pakistan, South Africa",Pakistan,South Africa,international,South Africa,bat,Pakistan,,19.0,,Hasan Ali
2017-06-08,8.0,London,Kennington Oval,2017,ICC Champions Trophy,ODI,50,"India, Sri Lanka",India,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,7.0,BKG Mendis
2017-06-09,9.0,Cardiff,Sophia Gardens,2017,ICC Champions Trophy,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,New Zealand,bat,Bangladesh,,,5.0,Shakib Al Hasan
2017-06-10,10.0,Birmingham,Edgbaston,2017,ICC Champions Trophy,ODI,50,"England, Australia",England,Australia,international,England,field,England,,40.0,,BA Stokes
2017-06-11,11.0,London,Kennington Oval,2017,ICC Champions Trophy,ODI,50,"India, South Africa",India,South Africa,international,India,field,India,,,8.0,JJ Bumrah
2017-06-12,12.0,Cardiff,Sophia Gardens,2017,ICC Champions Trophy,ODI,50,"Pakistan, Sri Lanka",Pakistan,Sri Lanka,international,Pakistan,field,Pakistan,,,3.0,Sarfraz Ahmed
2017-06-14,,Cardiff,Sophia Gardens,2017,ICC Champions Trophy,ODI,50,"England, Pakistan",England,Pakistan,international,Pakistan,field,Pakistan,,,8.0,Hasan Ali
2017-06-15,,Birmingham,Edgbaston,2017,ICC Champions Trophy,ODI,50,"Bangladesh, India",Bangladesh,India,international,India,field,India,,,9.0,RG Sharma
2017-06-18,,London,Kennington Oval,2017,ICC Champions Trophy,ODI,50,"India, Pakistan",India,Pakistan,international,India,field,Pakistan,,180.0,,Fakhar Zaman
2016-11-04,1.0,Hong Kong,"Mission Road Ground, Mong Kok",2016,Papua New Guinea in Hong Kong ODI Series,ODI,50,"Hong Kong, Papua New Guinea",Hong Kong,Papua New Guinea,international,Hong Kong,bat,Hong Kong,,106.0,,Babar Hayat
2016-11-06,2.0,Hong Kong,"Mission Road Ground, Mong Kok",2016,Papua New Guinea in Hong Kong ODI Series,ODI,50,"Hong Kong, Papua New Guinea",Hong Kong,Papua New Guinea,international,Papua New Guinea,bat,Papua New Guinea,,14.0,,CA Soper
2016-11-08,3.0,Hong Kong,"Mission Road Ground, Mong Kok",2016,Papua New Guinea in Hong Kong ODI Series,ODI,50,"Hong Kong, Papua New Guinea",Hong Kong,Papua New Guinea,international,Papua New Guinea,bat,Hong Kong,,,7.0,Anshuman Rath
2017-03-03,1.0,Antigua,"Sir Vivian Richards Stadium, North Sound",2016,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,West Indies,field,England,,45.0,,EJG Morgan
2017-03-05,2.0,Antigua,"Sir Vivian Richards Stadium, North Sound",2016,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,West Indies,bat,England,,,4.0,JE Root
2017-03-09,3.0,Barbados,"Kensington Oval, Bridgetown",2016,England in West Indies ODI Series,ODI,50,"West Indies, England",West Indies,England,international,West Indies,field,England,,186.0,,AD Hales
2017-05-05,1.0,Bristol,County Ground,2017,Ireland in England ODI Series,ODI,50,"England, Ireland",England,Ireland,international,Ireland,bat,England,,,7.0,AU Rashid
2017-05-07,2.0,London,Lord's,2017,Ireland in England ODI Series,ODI,50,"England, Ireland",England,Ireland,international,Ireland,field,England,,85.0,,JE Root
2016-10-07,1.0,Mirpur,Shere Bangla National Stadium,2016,England in Bangladesh ODI Series,ODI,50,"Bangladesh, England",Bangladesh,England,international,England,bat,England,,21.0,,JT Ball
2016-10-09,2.0,Mirpur,Shere Bangla National Stadium,2016,England in Bangladesh ODI Series,ODI,50,"Bangladesh, England",Bangladesh,England,international,England,field,Bangladesh,,34.0,,Mashrafe Mortaza
2016-10-12,3.0,Chittagong,Zahur Ahmed Chowdhury Stadium,2016,England in Bangladesh ODI Series,ODI,50,"Bangladesh, England",Bangladesh,England,international,England,field,England,,,4.0,AU Rashid
2016-10-16,1.0,Dharmasala,Himachal Pradesh Cricket Association Stadium,2016,New Zealand in India ODI Series,ODI,50,"India, New Zealand",India,New Zealand,international,India,field,India,,,6.0,HH Pandya
2016-10-20,2.0,Delhi,Feroz Shah Kotla,2016,New Zealand in India ODI Series,ODI,50,"India, New Zealand",India,New Zealand,international,India,field,New Zealand,,6.0,,KS Williamson
2016-10-23,3.0,Chandigarh,"Punjab Cricket Association Stadium, Mohali",2016,New Zealand in India ODI Series,ODI,50,"India, New Zealand",India,New Zealand,international,India,field,India,,,7.0,V Kohli
2016-10-26,4.0,Ranchi,JSCA International Stadium Complex,2016,New Zealand in India ODI Series,ODI,50,"India, New Zealand",India,New Zealand,international,New Zealand,bat,New Zealand,,19.0,,MJ Guptill
2016-10-29,5.0,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,New Zealand in India ODI Series,ODI,50,"India, New Zealand",India,New Zealand,international,India,bat,India,,190.0,,A Mishra
2017-05-24,1.0,Leeds,Headingley,2017,South Africa in England ODI Series,ODI,50,"England, South Africa",England,South Africa,international,South Africa,field,England,,72.0,,MM Ali
2017-05-27,2.0,Southampton,The Rose Bowl,2017,South Africa in England ODI Series,ODI,50,"England, South Africa",England,South Africa,international,South Africa,field,England,,2.0,,BA Stokes
2017-05-29,3.0,London,Lord's,2017,South Africa in England ODI Series,ODI,50,"England, South Africa",England,South Africa,international,South Africa,field,South Africa,,,7.0,K Rabada
2017-09-19,1.0,Manchester,Old Trafford,2017,West Indies tour of England,ODI,50,"West Indies, England",West Indies,England,international,West Indies,bat,England,,,7.0,JM Bairstow
2017-09-21,2.0,Nottingham,Trent Bridge,2017,West Indies tour of England,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,,no result,,,
2017-09-24,3.0,Bristol,County Ground,2017,West Indies tour of England,ODI,50,"England, West Indies",England,West Indies,international,West Indies,field,England,,124.0,,MM Ali
2017-09-27,4.0,London,Kennington Oval,2017,West Indies tour of England,ODI,50,"West Indies, England",West Indies,England,international,England,field,England,,6.0,,E Lewis
2017-09-29,5.0,Southampton,The Rose Bowl,2017,West Indies tour of England,ODI,50,"West Indies, England",West Indies,England,international,England,field,England,,,9.0,JM Bairstow
2017-05-12,1.0,Dublin,Malahide,2017,Ireland Tri-Nation Series,ODI,50,"Ireland, Bangladesh",Ireland,Bangladesh,international,Ireland,field,,no result,,,
2017-05-14,2.0,Dublin,Malahide,2017,Ireland Tri-Nation Series,ODI,50,"Ireland, New Zealand",Ireland,New Zealand,international,Ireland,field,New Zealand,,51.0,,MJ Santner
2017-05-17,3.0,Dublin,Clontarf Cricket Club Ground,2017,Ireland Tri-Nation Series,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,New Zealand,field,New Zealand,,,4.0,JDS Neesham
2017-05-19,4.0,Dublin,Malahide,2017,Ireland Tri-Nation Series,ODI,50,"Ireland, Bangladesh",Ireland,Bangladesh,international,Bangladesh,field,Bangladesh,,,8.0,Mustafizur Rahman
2017-05-21,5.0,Dublin,Malahide,2017,Ireland Tri-Nation Series,ODI,50,"Ireland, New Zealand",Ireland,New Zealand,international,Ireland,field,New Zealand,,190.0,,TWM Latham
2017-05-24,6.0,Dublin,Clontarf Cricket Club Ground,2017,Ireland Tri-Nation Series,ODI,50,"Bangladesh, New Zealand",Bangladesh,New Zealand,international,Bangladesh,field,Bangladesh,,,5.0,Mushfiqur Rahim
2017-01-15,1.0,Pune,Maharashtra Cricket Association Stadium,2016,England in India ODI Series,ODI,50,"India, England",India,England,international,India,field,India,,,3.0,KM Jadhav
2017-01-19,2.0,Cuttack,Barabati Stadium,2016,England in India ODI Series,ODI,50,"India, England",India,England,international,England,field,India,,15.0,,Yuvraj Singh
2017-01-22,3.0,Kolkata,Eden Gardens,2016,England in India ODI Series,ODI,50,"India, England",India,England,international,India,field,England,,5.0,,BA Stokes
2017-01-18,4.0,Cox's Bazar,Sheikh Kamal International Cricket Stadium,2016,South Africa Women in Bangladesh ODI Series,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,South Africa,bat,South Africa,,94.0,,M du Preez
2017-01-20,5.0,Cox's Bazar,Sheikh Kamal International Cricket Stadium,2016,South Africa Women in Bangladesh ODI Series,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,8.0,O Kirsten
2016-11-18,,Canberra,Manuka Oval,2016,ICC Women's Championship,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,bat,Australia,,,2.0,EA Perry
2016-11-20,,Canberra,Manuka Oval,2016,ICC Women's Championship,ODI,50,"Australia, South Africa",Australia,South Africa,international,Australia,bat,Australia,,66.0,,MM Lanning
2016-11-29,5.0,Coffs Harbour,International Sports Stadium,2016,South Africa Women in Australia ODI Series,ODI,50,"Australia, South Africa",Australia,South Africa,international,South Africa,field,Australia,,43.0,,EA Perry
2016-09-18,1.0,,Rangiri Dambulla International Stadium,2016,Australia Women in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Australia",Sri Lanka,Australia,international,Sri Lanka,bat,Australia,,,4.0,
2016-09-25,,Colombo,Khettarama Stadium,2016,ICC Women's Championship,ODI,50,"Sri Lanka, Australia",Sri Lanka,Australia,international,Australia,bat,Australia,,137.0,,NE Bolton
2016-09-30,1.0,,Sharjah Cricket Stadium,2016,Pakistan v West Indies ODI Series,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,West Indies,field,Pakistan,,111.0,,Babar Azam
2016-10-02,2.0,,Sharjah Cricket Stadium,2016,Pakistan v West Indies ODI Series,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,Pakistan,bat,Pakistan,,59.0,,Babar Azam
2016-10-05,3.0,Abu Dhabi,Sheikh Zayed Stadium,2016,Pakistan v West Indies ODI Series,ODI,50,"Pakistan, West Indies",Pakistan,West Indies,international,Pakistan,bat,Pakistan,,136.0,,Babar Azam
2016-11-11,2.0,Lincoln,Bert Sutcliffe Oval,2016,Pakistan Women in New Zealand ODI Series,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,bat,New Zealand,,60.0,,
2016-11-13,,Lincoln,Bert Sutcliffe Oval,2016,ICC Women's Championship,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,Pakistan,bat,New Zealand,,,8.0,
2016-11-17,,Nelson,Saxton Oval,2016,ICC Women's Championship,ODI,50,"New Zealand, Pakistan",New Zealand,Pakistan,international,New Zealand,field,New Zealand,,,7.0,
2017-02-26,1.0,Auckland,Eden Park No 2,2016,Rose Bowl,ODI,50,"New Zealand, Australia",New Zealand,Australia,international,Australia,bat,New Zealand,,,5.0,AE Satterthwaite
2017-03-02,2.0,Mount Maunganui,Bay Oval,2016,Rose Bowl,ODI,50,"New Zealand, Australia",New Zealand,Australia,international,Australia,field,Australia,,,4.0,AJ Blackwell
2017-03-05,3.0,Mount Maunganui,Bay Oval,2016,Rose Bowl,ODI,50,"New Zealand, Australia",New Zealand,Australia,international,Australia,field,Australia,,,5.0,MM Lanning
2016-11-15,,Colombo,R Premadasa Stadium,2016,ICC Women's Championship,ODI,50,"Sri Lanka, England",Sri Lanka,England,international,Sri Lanka,bat,England,,,5.0,
2016-11-17,,Colombo,R Premadasa Stadium,2016,ICC Women's Championship,ODI,50,"Sri Lanka, England",Sri Lanka,England,international,England,bat,England,,162.0,,
2016-11-14,1.0,,Harare Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Sri Lanka,field,Sri Lanka,,,8.0,DM de Silva
2016-11-16,2.0,,Harare Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Sri Lanka, West Indies",Sri Lanka,West Indies,international,Sri Lanka,field,West Indies,,62.0,,JO Holder
2016-11-19,3.0,Bulawayo,Queens Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Zimbabwe, West Indies",Zimbabwe,West Indies,international,Zimbabwe,bat,,tie,,,SD Hope
2016-11-21,4.0,Bulawayo,Queens Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Zimbabwe,bat,,no result,,,
2016-11-23,5.0,Bulawayo,Queens Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Sri Lanka, West Indies",Sri Lanka,West Indies,international,West Indies,field,Sri Lanka,,1.0,,BKG Mendis
2016-11-25,6.0,Bulawayo,Queens Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Zimbabwe, West Indies",Zimbabwe,West Indies,international,Zimbabwe,bat,Zimbabwe,,5.0,,TS Chisoro
2016-11-27,,Bulawayo,Queens Sports Club,2016,Zimbabwe Tri-Nation Series,ODI,50,"Zimbabwe, Sri Lanka",Zimbabwe,Sri Lanka,international,Zimbabwe,bat,Sri Lanka,,,6.0,BKG Mendis
2016-11-09,1.0,Colombo,Sinhalese Sports Club Ground,2016,England Women in Sri Lanka ODI Series,ODI,50,"Sri Lanka, England",Sri Lanka,England,international,Sri Lanka,bat,England,,,8.0,
2017-04-02,38.0,Abu Dhabi,Sheikh Zayed Stadium,2017,ICC World Cricket League Championship,ODI,50,"United Arab Emirates, Papua New Guinea",United Arab Emirates,Papua New Guinea,international,Papua New Guinea,bat,Papua New Guinea,,26.0,,
2018-01-14,1.0,,Melbourne Cricket Ground,2017,England tour of Australia and New Zealand,ODI,50,"Australia, England",Australia,England,international,England,field,England,,,5.0,JJ Roy
2018-01-19,2.0,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2017,England tour of Australia and New Zealand,ODI,50,"Australia, England",Australia,England,international,Australia,bat,England,,,4.0,JE Root
2018-01-21,3.0,,Sydney Cricket Ground,2017,England tour of Australia and New Zealand,ODI,50,"England, Australia",England,Australia,international,Australia,field,England,,16.0,,JC Buttler
2018-01-26,4.0,,Adelaide Oval,2017,England tour of Australia and New Zealand,ODI,50,"England, Australia",England,Australia,international,Australia,field,Australia,,,3.0,PJ Cummins
2018-01-28,5.0,,Perth Stadium,2017,England tour of Australia and New Zealand,ODI,50,"England, Australia",England,Australia,international,Australia,field,England,,12.0,,TK Curran
2017-02-07,1.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"Sri Lanka, India",Sri Lanka,India,international,India,bat,India,,114.0,,DP Vaidya
2017-02-07,3.0,Colombo,Nondescripts Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Pakistan, South Africa",Pakistan,South Africa,international,South Africa,bat,South Africa,,63.0,,CL Tryon
2017-02-08,5.0,Colombo,Nondescripts Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Sri Lanka, Ireland",Sri Lanka,Ireland,international,Sri Lanka,bat,Sri Lanka,,146.0,,SIP Fernando
2017-02-08,8.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"Bangladesh, Pakistan",Bangladesh,Pakistan,international,Pakistan,bat,Pakistan,,67.0,,Ghulam Fatima
2017-02-10,11.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"India, Ireland",India,Ireland,international,India,bat,India,,125.0,,MDT Kamini
2017-02-11,13.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,6.0,S Ismail
2017-02-15,21.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"India, South Africa",India,South Africa,international,South Africa,field,India,,49.0,,M Raj
2017-02-15,22.0,Colombo,Nondescripts Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Sri Lanka, Pakistan",Sri Lanka,Pakistan,international,Sri Lanka,field,Sri Lanka,,,5.0,LE Kaushalya
2017-02-15,23.0,,Colombo Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Bangladesh, Ireland",Bangladesh,Ireland,international,Bangladesh,field,Bangladesh,,,7.0,Jahanara Alam
2017-02-17,24.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"Sri Lanka, South Africa",Sri Lanka,South Africa,international,Sri Lanka,bat,South Africa,,,9.0,S Luus
2017-02-17,25.0,Colombo,Nondescripts Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Bangladesh, India",Bangladesh,India,international,India,field,India,,,9.0,MR Meshram
2017-02-17,26.0,,Colombo Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Ireland, Pakistan",Ireland,Pakistan,international,Pakistan,bat,Pakistan,,86.0,,Javeria Khan
2017-02-19,27.0,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"India, Pakistan",India,Pakistan,international,India,field,India,,,7.0,E Bisht
2017-02-19,28.0,Colombo,Nondescripts Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Sri Lanka, Bangladesh",Sri Lanka,Bangladesh,international,Bangladesh,field,Sri Lanka,,42.0,,AC Jayangani
2017-02-19,29.0,,Colombo Cricket Club Ground,2016,ICC Women's World Cup Qualifier,ODI,50,"Ireland, South Africa",Ireland,South Africa,international,Ireland,bat,South Africa,,36.0,,
2017-02-21,,Colombo,P Sara Oval,2016,ICC Women's World Cup Qualifier,ODI,50,"India, South Africa",India,South Africa,international,South Africa,bat,India,,,1.0,DB Sharma
2017-10-15,1.0,Kimberley,Diamond Oval,2017,Bangladesh tour of South Africa,ODI,50,"Bangladesh, South Africa",Bangladesh,South Africa,international,Bangladesh,bat,South Africa,,,10.0,Q de Kock
2017-10-18,2.0,Paarl,Boland Park,2017,Bangladesh tour of South Africa,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,Bangladesh,field,South Africa,,104.0,,AB de Villiers
2017-10-22,3.0,East London,Buffalo Park,2017,Bangladesh tour of South Africa,ODI,50,"South Africa, Bangladesh",South Africa,Bangladesh,international,South Africa,bat,South Africa,,200.0,,F du Plessis
2017-04-07,1.0,Guyana,Providence Stadium,2017,Pakistan in West Indies ODI Series,ODI,50,"West Indies, Pakistan",West Indies,Pakistan,international,West Indies,field,West Indies,,,4.0,JN Mohammed
2017-04-09,2.0,Guyana,Providence Stadium,2017,Pakistan in West Indies ODI Series,ODI,50,"West Indies, Pakistan",West Indies,Pakistan,international,West Indies,field,Pakistan,,74.0,,Babar Azam
2017-04-11,3.0,Guyana,Providence Stadium,2017,Pakistan in West Indies ODI Series,ODI,50,"West Indies, Pakistan",West Indies,Pakistan,international,West Indies,bat,Pakistan,,,6.0,Shoaib Malik
2017-01-22,1.0,Abu Dhabi,Sheikh Zayed Stadium,2016,United Arab Emirates Tri-Nation Series,ODI,50,"Hong Kong, Scotland",Hong Kong,Scotland,international,Hong Kong,field,Hong Kong,,,7.0,Babar Hayat
2017-01-24,2.0,,Dubai International Cricket Stadium,2016,United Arab Emirates Tri-Nation Series,ODI,50,"United Arab Emirates, Scotland",United Arab Emirates,Scotland,international,Scotland,bat,United Arab Emirates,,,4.0,Adnan Mufti
2017-01-26,3.0,,Dubai International Cricket Stadium,2016,United Arab Emirates Tri-Nation Series,ODI,50,"United Arab Emirates, Hong Kong",United Arab Emirates,Hong Kong,international,United Arab Emirates,field,United Arab Emirates,,,6.0,Imran Haider
2017-03-02,1.0,Dubai,ICC Global Cricket Academy,2016,Ireland in United Arab Emirates ODI Series,ODI,50,"United Arab Emirates, Ireland",United Arab Emirates,Ireland,international,United Arab Emirates,field,Ireland,,85.0,,WTS Porterfield
2017-03-04,2.0,Dubai,ICC Global Cricket Academy,2016,Ireland in United Arab Emirates ODI Series,ODI,50,"United Arab Emirates, Ireland",United Arab Emirates,Ireland,international,United Arab Emirates,bat,Ireland,,,8.0,WTS Porterfield
2017-03-25,1.0,,Rangiri Dambulla International Stadium,2016,Bangladesh in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Bangladesh",Sri Lanka,Bangladesh,international,Sri Lanka,field,Bangladesh,,90.0,,Tamim Iqbal
2017-03-28,2.0,,Rangiri Dambulla International Stadium,2016,Bangladesh in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Bangladesh",Sri Lanka,Bangladesh,international,Sri Lanka,bat,,no result,,,
2017-04-01,3.0,Colombo,Sinhalese Sports Club Ground,2016,Bangladesh in Sri Lanka ODI Series,ODI,50,"Sri Lanka, Bangladesh",Sri Lanka,Bangladesh,international,Bangladesh,field,Sri Lanka,,70.0,,NLTC Perera
2017-06-24,1.0,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"New Zealand, Sri Lanka",New Zealand,Sri Lanka,international,New Zealand,field,New Zealand,,,9.0,HR Huddleston
2017-06-24,2.0,Derby,County Ground,2017,ICC Women's World Cup,ODI,50,"England, India",England,India,international,England,field,India,,35.0,,S Mandhana
2017-06-25,3.0,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"Pakistan, South Africa",Pakistan,South Africa,international,South Africa,field,South Africa,,,3.0,S Ismail
2017-06-26,4.0,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"Australia, West Indies",Australia,West Indies,international,West Indies,bat,Australia,,,8.0,NE Bolton
2017-06-27,5.0,Leicester,Grace Road,2017,ICC Women's World Cup,ODI,50,"England, Pakistan",England,Pakistan,international,Pakistan,field,England,,107.0,,NR Sciver
2017-06-29,7.0,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"India, West Indies",India,West Indies,international,India,field,India,,,7.0,S Mandhana
2017-06-29,8.0,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"Australia, Sri Lanka",Australia,Sri Lanka,international,Australia,field,Australia,,,8.0,AC Jayangani
2017-07-02,9.0,Taunton,County Ground,2017,ICC Women's World Cup,ODI,50,"England, Sri Lanka",England,Sri Lanka,international,Sri Lanka,bat,England,,,7.0,LA Marsh
2017-07-02,10.0,Bristol,County Ground,2017,ICC Women's World Cup,ODI,50,"Australia, New Zealand",Australia,New Zealand,international,New Zealand,bat,Australia,,,5.0,EA Perry
